symbol,strategy_tag,entry_date,entry_price,exit_date,exit_price,return,reason,hold_days,max_dd,entry_rsi,sl_price,exit_open,turnover_krw_entry,turnover_krw_exit
BMT_KRW,A,2025-04-27 15:00:00,182.182,2025-04-28 15:00:00,167.832,-0.07876738645969412,SL,1,-0.11626834703757775,72.0930232479899,182.182,168.0,29585252305.63769,6129194769.902099
KAITO_KRW,A,2025-05-07 15:00:00,1790.7889999999998,2025-05-09 15:00:00,1947.051,0.04312937230460995,Trail,2,0.0,68.80466472232999,1790.7889999999998,1950.0,49922302961.8131,24609580792.489506
POLA_KRW,A,2025-05-09 15:00:00,25.565539999999995,2025-05-10 15:00:00,23.88214,-0.0658464479921017,SL,1,-0.09956918570857475,71.55824500742698,25.565539999999995,23.93,16605761179.437044,1820977720.6961553
ETHFI_KRW,A,2025-05-09 15:00:00,977.9769999999999,2025-05-11 15:00:00,1507.491,0.2702190455399259,Trail,2,0.0,57.63293310324724,977.9769999999999,1510.0,9174943307.104792,7608689474.860665
RPL_KRW,A,2025-05-11 15:00:00,8273.265,2025-05-12 15:00:00,8256.71847,-0.001999999999999954,SL,1,-0.03423859866691076,71.96702002331978,8273.265,8620.0,15260305344.932037,1138450623.2325392
FIDA_KRW,A,2025-05-12 15:00:00,163.16299999999998,2025-05-13 15:00:00,150.849,-0.07547054172821041,SL,1,-0.1051892892383689,67.46031745282187,163.16299999999998,151.0,55457579325.25909,13460449671.143568
CVC_KRW,A,2025-05-15 15:00:00,216.21599999999998,2025-05-16 15:00:00,186.626,-0.13685388685388675,SL,1,-0.2322492322492322,72.89719625214428,216.21599999999998,187.0,7084718517.796392,1458017000.1974814
HAEDAL_KRW,A,2025-05-21 15:00:00,290.28999999999996,2025-05-22 15:00:00,246.753,-0.1499776085982982,SL,1,-0.22491301801646618,69.52789699153051,290.28999999999996,247.0,46291855444.012215,22452133717.16654
COOKIE_KRW,A,2025-05-21 15:00:00,312.31199999999995,2025-05-23 15:00:00,434.565,0.1952225466840852,Trail,2,0.0,63.568773230892326,312.31199999999995,436.0,13292002248.695263,11457748898.82151
MEW_KRW,A,2025-05-23 15:00:00,6.1921859999999995,2025-05-24 15:00:00,5.596398000000001,-0.09621610203569449,SL,1,-0.1486043862377518,64.99327635367416,6.1921859999999995,5.602,74715620024.02849,11658523278.70582
